,cityid,cityname,stateabbrev,statename,statefips,city_pop2019,year,month,day,case_count,new_case_count,case_rate,new_case_rate,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home
1190,21,San Francisco,CA,California,6,881549,2020,8,27,9152,89,1038.0,8.72,-0.5770000000000001,-0.28600000000000003,-0.24100000000000002,-0.669,-0.5529999999999999,0.22399999999999998,-0.265
1391,25,Boston,MA,Massachusetts,25,803907,2020,8,27,23154,90,2880.0,10.3,-0.34700000000000003,-0.16699999999999998,0.506,-0.597,-0.43700000000000006,0.11699999999999999,-0.132
1592,28,Denver,CO,Colorado,8,727211,2020,8,27,11077,56,1523.0,6.78,-0.263,-0.0486,0.5,-0.45399999999999996,-0.377,0.0957,-0.109
1793,38,Miami,FL,Florida,12,2716940,2020,8,27,154756,622,5696.0,29.4,-0.29600000000000004,-0.166,-0.40299999999999997,-0.509,-0.33399999999999996,0.12300000000000001,-0.147
1994,48,Honolulu,HI,Hawaii,15,974563,2020,8,27,6915,289,710.0,23.1,-0.359,-0.193,-0.551,-0.611,-0.376,0.161,-0.196
184,1,Los Angeles,CA,California,6,10039107,2020,8,26,235386,1609,2345.0,13.6,-0.306,-0.126,-0.0643,-0.413,-0.36,0.124,-0.14800000000000002
385,2,New York City,NY,New York,36,8336817,2020,8,26,237525,262,2849.0,3.1,-0.271,-0.0983,0.754,-0.41100000000000003,-0.414,0.107,-0.12
586,7,Dallas,TX,Texas,48,2635516,2020,8,26,72627,584,2756.0,19.7,-0.179,-0.10300000000000001,0.203,-0.31,-0.34299999999999997,0.0914,-0.106
787,9,Seattle,WA,Washington,53,2252782,2020,8,26,19068,172,846.0,5.83,-0.264,-0.12,0.737,-0.5,-0.45899999999999996,0.136,-0.151
988,13,Detroit,MI,Michigan,26,1749343,2020,8,26,30620,262,1750.0,8.8,-0.0971,-0.0757,,-0.303,-0.327,0.0571,-0.0602
1189,21,San Francisco,CA,California,6,881549,2020,8,26,9063,79,1028.0,8.62,-0.58,-0.284,-0.24600000000000002,-0.67,-0.5539999999999999,0.22399999999999998,-0.265
1390,25,Boston,MA,Massachusetts,25,803907,2020,8,26,23064,91,2869.0,9.83,-0.34299999999999997,-0.161,0.583,-0.596,-0.43700000000000006,0.113,-0.128
1591,28,Denver,CO,Colorado,8,727211,2020,8,26,11021,-17,1516.0,6.48,-0.263,-0.05,0.49,-0.45299999999999996,-0.379,0.0957,-0.109
1792,38,Miami,FL,Florida,12,2716940,2020,8,26,154134,750,5673.0,31.8,-0.299,-0.16699999999999998,-0.419,-0.511,-0.336,0.124,-0.149
1993,48,Honolulu,HI,Hawaii,15,974563,2020,8,26,6626,244,680.0,22.2,-0.344,-0.18600000000000003,-0.551,-0.606,-0.37,0.156,-0.19
183,1,Los Angeles,CA,California,6,10039107,2020,8,25,233777,884,2329.0,13.9,-0.307,-0.126,-0.0757,-0.414,-0.361,0.124,-0.14800000000000002
384,2,New York City,NY,New York,36,8336817,2020,8,25,237263,231,2846.0,3.11,-0.284,-0.10800000000000001,0.691,-0.418,-0.41600000000000004,0.11,-0.12300000000000001
585,7,Dallas,TX,Texas,48,2635516,2020,8,25,72043,381,2734.0,18.7,-0.183,-0.106,0.191,-0.311,-0.344,0.0914,-0.106
786,9,Seattle,WA,Washington,53,2252782,2020,8,25,18896,53,839.0,5.63,-0.267,-0.12,0.72,-0.5,-0.45899999999999996,0.136,-0.151
987,13,Detroit,MI,Michigan,26,1749343,2020,8,25,30358,167,1735.0,7.63,-0.0929,-0.0714,,-0.294,-0.327,0.0543,-0.057
1188,21,San Francisco,CA,California,6,881549,2020,8,25,8984,45,1019.0,8.98,-0.581,-0.28300000000000003,-0.237,-0.6709999999999999,-0.556,0.22399999999999998,-0.265
1389,25,Boston,MA,Massachusetts,25,803907,2020,8,25,22973,69,2858.0,17.0,-0.353,-0.16699999999999998,0.5329999999999999,-0.599,-0.439,0.11599999999999999,-0.131
1590,28,Denver,CO,Colorado,8,727211,2020,8,25,11038,107,1518.0,7.6,-0.263,-0.0486,0.506,-0.45,-0.379,0.0943,-0.107
1791,38,Miami,FL,Florida,12,2716940,2020,8,25,153384,773,5645.0,33.6,-0.304,-0.171,-0.43700000000000006,-0.516,-0.33899999999999997,0.126,-0.15
1992,48,Honolulu,HI,Hawaii,15,974563,2020,8,25,6382,201,655.0,22.0,-0.353,-0.19399999999999998,-0.556,-0.606,-0.37,0.157,-0.192
182,1,Los Angeles,CA,California,6,10039107,2020,8,24,232893,1198,2320.0,13.9,-0.31,-0.126,-0.0886,-0.41600000000000004,-0.361,0.126,-0.15
383,2,New York City,NY,New York,36,8336817,2020,8,24,237032,210,2843.0,3.22,-0.28300000000000003,-0.105,0.728,-0.419,-0.414,0.109,-0.12300000000000001
584,7,Dallas,TX,Texas,48,2635516,2020,8,24,71662,184,2719.0,21.0,-0.18600000000000003,-0.107,0.177,-0.313,-0.344,0.0914,-0.106
785,9,Seattle,WA,Washington,53,2252782,2020,8,24,18843,146,836.0,6.34,-0.27,-0.12,0.6990000000000001,-0.5,-0.45899999999999996,0.136,-0.151
986,13,Detroit,MI,Michigan,26,1749343,2020,8,24,30191,153,1726.0,7.75,-0.0943,-0.0714,,-0.293,-0.327,0.0543,-0.057
1187,21,San Francisco,CA,California,6,881549,2020,8,24,8939,65,1014.0,9.56,-0.58,-0.281,-0.213,-0.6709999999999999,-0.556,0.223,-0.263
1388,25,Boston,MA,Massachusetts,25,803907,2020,8,24,22904,198,2849.0,15.8,-0.35600000000000004,-0.16699999999999998,0.539,-0.599,-0.43700000000000006,0.11599999999999999,-0.131
1589,28,Denver,CO,Colorado,8,727211,2020,8,24,10931,30,1503.0,6.36,-0.261,-0.0471,0.509,-0.447,-0.377,0.0929,-0.106
1790,38,Miami,FL,Florida,12,2716940,2020,8,24,152611,626,5617.0,34.6,-0.304,-0.171,-0.43,-0.516,-0.33899999999999997,0.126,-0.15
1991,48,Honolulu,HI,Hawaii,15,974563,2020,8,24,6181,150,634.0,20.9,-0.354,-0.2,-0.56,-0.606,-0.369,0.157,-0.192
181,1,Los Angeles,CA,California,6,10039107,2020,8,23,231695,1033,2308.0,13.9,-0.309,-0.12300000000000001,-0.0929,-0.413,-0.363,0.126,-0.15
382,2,New York City,NY,New York,36,8336817,2020,8,23,236822,288,2841.0,3.26,-0.285,-0.10400000000000001,0.723,-0.42,-0.415,0.109,-0.12300000000000001
583,7,Dallas,TX,Texas,48,2635516,2020,8,23,71478,330,2712.0,30.0,-0.184,-0.10400000000000001,0.163,-0.309,-0.34700000000000003,0.0914,-0.106
784,9,Seattle,WA,Washington,53,2252782,2020,8,23,18697,108,830.0,6.56,-0.27,-0.12,0.7040000000000001,-0.5,-0.45899999999999996,0.136,-0.151
985,13,Detroit,MI,Michigan,26,1749343,2020,8,23,30038,159,1717.0,7.37,-0.0929,-0.07,,-0.29100000000000004,-0.32899999999999996,0.0543,-0.057
1186,21,San Francisco,CA,California,6,881549,2020,8,23,8874,80,1007.0,9.38,-0.58,-0.28300000000000003,-0.19899999999999998,-0.6709999999999999,-0.556,0.221,-0.261
1387,25,Boston,MA,Massachusetts,25,803907,2020,8,23,22706,0,2824.0,12.2,-0.36,-0.16899999999999998,0.514,-0.599,-0.43700000000000006,0.11699999999999999,-0.133
1588,28,Denver,CO,Colorado,8,727211,2020,8,23,10901,59,1499.0,6.46,-0.26,-0.0457,0.523,-0.446,-0.379,0.0914,-0.10400000000000001
1789,38,Miami,FL,Florida,12,2716940,2020,8,23,151985,772,5594.0,35.1,-0.304,-0.171,-0.42700000000000005,-0.516,-0.34,0.124,-0.149
1990,48,Honolulu,HI,Hawaii,15,974563,2020,8,23,6031,225,619.0,21.1,-0.35,-0.19699999999999998,-0.56,-0.603,-0.369,0.156,-0.19
180,1,Los Angeles,CA,California,6,10039107,2020,8,22,230662,1608,2298.0,14.1,-0.31,-0.12300000000000001,-0.0971,-0.41,-0.366,0.126,-0.15
381,2,New York City,NY,New York,36,8336817,2020,8,22,236534,265,2837.0,3.3,-0.302,-0.115,0.5760000000000001,-0.433,-0.42200000000000004,0.114,-0.133
582,7,Dallas,TX,Texas,48,2635516,2020,8,22,71148,1088,2700.0,57.3,-0.18899999999999997,-0.11,0.12300000000000001,-0.314,-0.35,0.0929,-0.109
783,9,Seattle,WA,Washington,53,2252782,2020,8,22,18589,152,825.0,6.7,-0.27399999999999997,-0.11900000000000001,0.71,-0.5,-0.46,0.134,-0.14800000000000002
984,13,Detroit,MI,Michigan,26,1749343,2020,8,22,29879,232,1708.0,6.47,-0.0971,-0.0729,,-0.29100000000000004,-0.331,0.0557,-0.0599
1185,21,San Francisco,CA,California,6,881549,2020,8,22,8794,89,998.0,10.3,-0.581,-0.28600000000000003,-0.18899999999999997,-0.6709999999999999,-0.557,0.22,-0.259
1386,25,Boston,MA,Massachusetts,25,803907,2020,8,22,22706,12,2824.0,12.2,-0.361,-0.166,0.46399999999999997,-0.599,-0.44,0.12,-0.139
1587,28,Denver,CO,Colorado,8,727211,2020,8,22,10842,53,1491.0,6.56,-0.26,-0.0443,0.521,-0.444,-0.379,0.0914,-0.10400000000000001
1788,38,Miami,FL,Florida,12,2716940,2020,8,22,151213,909,5566.0,35.8,-0.304,-0.17300000000000001,-0.42,-0.514,-0.34,0.124,-0.149
1989,48,Honolulu,HI,Hawaii,15,974563,2020,8,22,5806,259,596.0,20.8,-0.34600000000000003,-0.196,-0.557,-0.596,-0.366,0.154,-0.187
179,1,Los Angeles,CA,California,6,10039107,2020,8,21,229054,1708,2282.0,14.7,-0.313,-0.124,-0.10400000000000001,-0.409,-0.369,0.127,-0.152
380,2,New York City,NY,New York,36,8336817,2020,8,21,236269,284,2834.0,3.51,-0.305,-0.115,0.574,-0.433,-0.423,0.115,-0.134
581,7,Dallas,TX,Texas,48,2635516,2020,8,21,70060,717,2658.0,55.5,-0.19,-0.11,0.0986,-0.314,-0.35100000000000003,0.0943,-0.111
782,9,Seattle,WA,Washington,53,2252782,2020,8,21,18437,105,818.0,6.84,-0.276,-0.11699999999999999,0.7240000000000001,-0.49700000000000005,-0.461,0.133,-0.146
983,13,Detroit,MI,Michigan,26,1749343,2020,8,21,29647,0,1695.0,6.08,-0.0971,-0.0714,,-0.293,-0.331,0.0571,-0.0624
1184,21,San Francisco,CA,California,6,881549,2020,8,21,8705,91,987.0,10.5,-0.583,-0.284,-0.163,-0.67,-0.557,0.217,-0.254
1385,25,Boston,MA,Massachusetts,25,803907,2020,8,21,22694,117,2823.0,12.0,-0.366,-0.16699999999999998,0.41,-0.6,-0.441,0.121,-0.141
1586,28,Denver,CO,Colorado,8,727211,2020,8,21,10789,57,1484.0,6.25,-0.26,-0.0443,0.524,-0.441,-0.38,0.0914,-0.10400000000000001
1787,38,Miami,FL,Florida,12,2716940,2020,8,21,150304,1143,5532.0,40.2,-0.309,-0.177,-0.43,-0.516,-0.341,0.126,-0.151
1988,48,Honolulu,HI,Hawaii,15,974563,2020,8,21,5547,207,569.0,21.0,-0.344,-0.19399999999999998,-0.56,-0.594,-0.364,0.153,-0.185
178,1,Los Angeles,CA,California,6,10039107,2020,8,20,227346,1519,2265.0,15.9,-0.314,-0.12300000000000001,-0.10400000000000001,-0.40700000000000003,-0.369,0.126,-0.151
379,2,New York City,NY,New York,36,8336817,2020,8,20,235985,271,2831.0,3.64,-0.309,-0.114,0.565,-0.436,-0.423,0.115,-0.134
580,7,Dallas,TX,Texas,48,2635516,2020,8,20,69343,349,2631.0,56.6,-0.191,-0.11,0.0771,-0.316,-0.353,0.0943,-0.111
781,9,Seattle,WA,Washington,53,2252782,2020,8,20,18332,183,814.0,7.03,-0.27399999999999997,-0.114,0.799,-0.493,-0.461,0.13,-0.14300000000000002
982,13,Detroit,MI,Michigan,26,1749343,2020,8,20,29647,105,1695.0,7.61,-0.1,-0.0729,,-0.29600000000000004,-0.33299999999999996,0.0586,-0.0638
1183,21,San Francisco,CA,California,6,881549,2020,8,20,8614,83,977.0,10.8,-0.581,-0.281,-0.129,-0.667,-0.557,0.213,-0.249
1384,25,Boston,MA,Massachusetts,25,803907,2020,8,20,22577,66,2808.0,9.95,-0.37,-0.166,0.391,-0.6,-0.441,0.12300000000000001,-0.14300000000000002
1585,28,Denver,CO,Colorado,8,727211,2020,8,20,10732,41,1476.0,6.01,-0.261,-0.0471,0.523,-0.441,-0.38,0.0914,-0.10400000000000001
1786,38,Miami,FL,Florida,12,2716940,2020,8,20,149161,1069,5490.0,43.0,-0.31,-0.18,-0.431,-0.517,-0.34299999999999997,0.126,-0.151
1987,48,Honolulu,HI,Hawaii,15,974563,2020,8,20,5340,229,548.0,21.1,-0.344,-0.196,-0.56,-0.589,-0.349,0.147,-0.179
177,1,Los Angeles,CA,California,6,10039107,2020,8,19,225827,1796,2249.0,16.5,-0.316,-0.12300000000000001,-0.1,-0.40299999999999997,-0.37,0.126,-0.151
378,2,New York City,NY,New York,36,8336817,2020,8,19,235714,268,2827.0,3.93,-0.322,-0.121,0.48100000000000004,-0.44299999999999995,-0.425,0.11900000000000001,-0.138
579,7,Dallas,TX,Texas,48,2635516,2020,8,19,68994,403,2618.0,58.8,-0.193,-0.11,0.0514,-0.317,-0.354,0.0957,-0.113
780,9,Seattle,WA,Washington,53,2252782,2020,8,19,18149,141,806.0,7.3,-0.27399999999999997,-0.114,0.8170000000000001,-0.493,-0.461,0.13,-0.14300000000000002
981,13,Detroit,MI,Michigan,26,1749343,2020,8,19,29542,118,1689.0,9.2,-0.10400000000000001,-0.0729,,-0.297,-0.33399999999999996,0.06,-0.0653
1182,21,San Francisco,CA,California,6,881549,2020,8,19,8531,101,968.0,11.2,-0.581,-0.28300000000000003,-0.107,-0.6659999999999999,-0.556,0.21100000000000002,-0.248
1383,25,Boston,MA,Massachusetts,25,803907,2020,8,19,22511,494,2800.0,8.78,-0.376,-0.16399999999999998,0.36,-0.601,-0.441,0.126,-0.146
1584,28,Denver,CO,Colorado,8,727211,2020,8,19,10691,40,1470.0,6.31,-0.263,-0.0443,0.53,-0.444,-0.38,0.0914,-0.10400000000000001
1785,38,Miami,FL,Florida,12,2716940,2020,8,19,148092,1103,5451.0,46.4,-0.31,-0.18,-0.426,-0.517,-0.34299999999999997,0.126,-0.151
1986,48,Honolulu,HI,Hawaii,15,974563,2020,8,19,5111,233,524.0,22.8,-0.344,-0.19699999999999998,-0.56,-0.5870000000000001,-0.34600000000000003,0.147,-0.179
176,1,Los Angeles,CA,California,6,10039107,2020,8,18,224031,900,2232.0,17.4,-0.316,-0.12300000000000001,-0.0886,-0.39899999999999997,-0.37,0.124,-0.149
377,2,New York City,NY,New York,36,8336817,2020,8,18,235446,291,2824.0,4.14,-0.32299999999999995,-0.11800000000000001,0.47600000000000003,-0.444,-0.425,0.11900000000000001,-0.138
578,7,Dallas,TX,Texas,48,2635516,2020,8,18,68591,794,2603.0,58.4,-0.193,-0.11,0.0357,-0.317,-0.35600000000000004,0.0971,-0.114
779,9,Seattle,WA,Washington,53,2252782,2020,8,18,18008,165,799.0,7.35,-0.27399999999999997,-0.11599999999999999,0.794,-0.491,-0.461,0.131,-0.145
980,13,Detroit,MI,Michigan,26,1749343,2020,8,18,29424,182,1682.0,7.97,-0.106,-0.0729,,-0.297,-0.33399999999999996,0.0614,-0.0669
1181,21,San Francisco,CA,California,6,881549,2020,8,18,8430,81,956.0,13.0,-0.58,-0.28300000000000003,-0.0986,-0.6659999999999999,-0.5539999999999999,0.21,-0.24600000000000002
1382,25,Boston,MA,Massachusetts,25,803907,2020,8,18,22017,0,2739.0,0.0,-0.376,-0.161,0.36700000000000005,-0.603,-0.441,0.126,-0.146
1583,28,Denver,CO,Colorado,8,727211,2020,8,18,10651,44,1465.0,6.52,-0.261,-0.0429,0.541,-0.444,-0.381,0.0914,-0.10400000000000001
1784,38,Miami,FL,Florida,12,2716940,2020,8,18,146989,964,5410.0,62.4,-0.306,-0.17600000000000002,-0.41600000000000004,-0.517,-0.34299999999999997,0.126,-0.151
1985,48,Honolulu,HI,Hawaii,15,974563,2020,8,18,4878,124,501.0,22.2,-0.34299999999999997,-0.19699999999999998,-0.56,-0.5870000000000001,-0.344,0.147,-0.179
175,1,Los Angeles,CA,California,6,10039107,2020,8,17,223131,1181,2223.0,18.1,-0.313,-0.121,-0.0714,-0.39299999999999996,-0.37,0.12300000000000001,-0.14800000000000002
376,2,New York City,NY,New York,36,8336817,2020,8,17,235155,237,2821.0,4.11,-0.324,-0.11900000000000001,0.461,-0.446,-0.42700000000000005,0.11900000000000001,-0.139
577,7,Dallas,TX,Texas,48,2635516,2020,8,17,67797,1854,2572.0,55.8,-0.191,-0.109,0.0386,-0.314,-0.359,0.0971,-0.114
778,9,Seattle,WA,Washington,53,2252782,2020,8,17,17843,181,792.0,6.82,-0.27399999999999997,-0.114,0.789,-0.49,-0.46299999999999997,0.131,-0.145
979,13,Detroit,MI,Michigan,26,1749343,2020,8,17,29242,106,1672.0,7.71,-0.10400000000000001,-0.0714,,-0.297,-0.336,0.0614,-0.0669
1180,21,San Francisco,CA,California,6,881549,2020,8,17,8349,54,947.0,11.7,-0.581,-0.287,-0.111,-0.667,-0.5539999999999999,0.21100000000000002,-0.248
1381,25,Boston,MA,Massachusetts,25,803907,2020,8,17,22017,0,2739.0,1.56,-0.377,-0.16399999999999998,0.349,-0.606,-0.44299999999999995,0.126,-0.146
1582,28,Denver,CO,Colorado,8,727211,2020,8,17,10607,35,1459.0,6.76,-0.261,-0.0429,0.551,-0.44299999999999995,-0.38299999999999995,0.0914,-0.10400000000000001
1783,38,Miami,FL,Florida,12,2716940,2020,8,17,146025,719,5375.0,65.2,-0.307,-0.177,-0.42700000000000005,-0.517,-0.34299999999999997,0.127,-0.152
1984,48,Honolulu,HI,Hawaii,15,974563,2020,8,17,4754,163,488.0,22.1,-0.341,-0.196,-0.56,-0.586,-0.34299999999999997,0.146,-0.17800000000000002
174,1,Los Angeles,CA,California,6,10039107,2020,8,16,221950,1188,2211.0,19.1,-0.313,-0.121,-0.0586,-0.39,-0.369,0.12300000000000001,-0.14800000000000002
375,2,New York City,NY,New York,36,8336817,2020,8,16,234918,309,2818.0,4.11,-0.32299999999999995,-0.11800000000000001,0.473,-0.446,-0.42700000000000005,0.11900000000000001,-0.139
576,7,Dallas,TX,Texas,48,2635516,2020,8,16,65943,5361,2502.0,49.1,-0.193,-0.109,0.0414,-0.314,-0.359,0.0971,-0.114
777,9,Seattle,WA,Washington,53,2252782,2020,8,16,17662,129,784.0,6.61,-0.27399999999999997,-0.113,0.8,-0.489,-0.46299999999999997,0.131,-0.145
978,13,Detroit,MI,Michigan,26,1749343,2020,8,16,29136,49,1666.0,7.74,-0.106,-0.0729,,-0.299,-0.336,0.0629,-0.0685
1179,21,San Francisco,CA,California,6,881549,2020,8,16,8295,135,941.0,12.1,-0.581,-0.284,-0.12,-0.667,-0.5529999999999999,0.213,-0.249
1380,25,Boston,MA,Massachusetts,25,803907,2020,8,16,22017,0,2739.0,2.99,-0.377,-0.16399999999999998,0.35700000000000004,-0.607,-0.444,0.126,-0.146
1581,28,Denver,CO,Colorado,8,727211,2020,8,16,10572,64,1454.0,6.84,-0.261,-0.0414,0.561,-0.444,-0.381,0.0914,-0.10400000000000001
1782,38,Miami,FL,Florida,12,2716940,2020,8,16,145306,900,5348.0,67.5,-0.306,-0.174,-0.424,-0.517,-0.341,0.127,-0.152
1983,48,Honolulu,HI,Hawaii,15,974563,2020,8,16,4591,201,471.0,21.7,-0.34299999999999997,-0.19699999999999998,-0.5589999999999999,-0.581,-0.34,0.14400000000000002,-0.17600000000000002
173,1,Los Angeles,CA,California,6,10039107,2020,8,15,220762,2069,2199.0,19.9,-0.313,-0.121,-0.0471,-0.389,-0.366,0.12300000000000001,-0.14800000000000002
374,2,New York City,NY,New York,36,8336817,2020,8,15,234609,386,2814.0,4.01,-0.305,-0.105,0.6509999999999999,-0.43200000000000005,-0.419,0.114,-0.128
575,7,Dallas,TX,Texas,48,2635516,2020,8,15,60582,764,2299.0,25.4,-0.18899999999999997,-0.1,0.0743,-0.309,-0.35700000000000004,0.0971,-0.114
776,9,Seattle,WA,Washington,53,2252782,2020,8,15,17533,174,778.0,6.61,-0.26899999999999996,-0.111,0.816,-0.48700000000000004,-0.46,0.133,-0.14800000000000002
977,13,Detroit,MI,Michigan,26,1749343,2020,8,15,29087,185,1663.0,7.94,-0.10099999999999999,-0.0686,,-0.294,-0.33299999999999996,0.0614,-0.0656
1178,21,San Francisco,CA,California,6,881549,2020,8,15,8160,104,926.0,11.7,-0.58,-0.281,-0.109,-0.664,-0.547,0.21100000000000002,-0.247
1379,25,Boston,MA,Massachusetts,25,803907,2020,8,15,22017,0,2739.0,4.25,-0.373,-0.161,0.449,-0.607,-0.44,0.12300000000000001,-0.14
1580,28,Denver,CO,Colorado,8,727211,2020,8,15,10508,37,1445.0,6.58,-0.263,-0.0386,0.564,-0.446,-0.381,0.09,-0.10099999999999999
1781,38,Miami,FL,Florida,12,2716940,2020,8,15,144406,1745,5315.0,69.4,-0.306,-0.17300000000000001,-0.424,-0.52,-0.341,0.127,-0.152
1982,48,Honolulu,HI,Hawaii,15,974563,2020,8,15,4390,273,450.0,20.9,-0.349,-0.2,-0.5670000000000001,-0.581,-0.34,0.14400000000000002,-0.17600000000000002
172,1,Los Angeles,CA,California,6,10039107,2020,8,14,218693,2554,2178.0,20.7,-0.311,-0.12,-0.0357,-0.386,-0.363,0.12300000000000001,-0.14800000000000002
373,2,New York City,NY,New York,36,8336817,2020,8,14,234223,364,2810.0,3.91,-0.302,-0.10099999999999999,0.632,-0.434,-0.41700000000000004,0.115,-0.13
574,7,Dallas,TX,Texas,48,2635516,2020,8,14,59818,921,2270.0,24.4,-0.18899999999999997,-0.0986,0.0929,-0.309,-0.35600000000000004,0.0971,-0.114
775,9,Seattle,WA,Washington,53,2252782,2020,8,14,17359,136,771.0,6.77,-0.27,-0.114,0.7509999999999999,-0.491,-0.461,0.136,-0.153
976,13,Detroit,MI,Michigan,26,1749343,2020,8,14,28902,187,1652.0,7.53,-0.10099999999999999,-0.0671,,-0.293,-0.33299999999999996,0.06,-0.0631
1177,21,San Francisco,CA,California,6,881549,2020,8,14,8056,109,914.0,11.8,-0.581,-0.28600000000000003,-0.13,-0.664,-0.546,0.213,-0.249
1378,25,Boston,MA,Massachusetts,25,803907,2020,8,14,22017,0,2739.0,5.33,-0.366,-0.156,0.509,-0.609,-0.436,0.121,-0.13699999999999998
1579,28,Denver,CO,Colorado,8,727211,2020,8,14,10471,45,1440.0,6.86,-0.266,-0.0386,0.569,-0.446,-0.38,0.09,-0.10099999999999999
1780,38,Miami,FL,Florida,12,2716940,2020,8,14,142661,1678,5251.0,69.7,-0.303,-0.171,-0.41600000000000004,-0.52,-0.34,0.127,-0.152
1981,48,Honolulu,HI,Hawaii,15,974563,2020,8,14,4117,217,422.0,20.2,-0.34600000000000003,-0.196,-0.551,-0.579,-0.337,0.14400000000000002,-0.17600000000000002
171,1,Los Angeles,CA,California,6,10039107,2020,8,13,216139,1942,2153.0,21.4,-0.31,-0.11900000000000001,-0.0271,-0.38299999999999995,-0.363,0.124,-0.149
372,2,New York City,NY,New York,36,8336817,2020,8,13,233859,437,2805.0,3.87,-0.305,-0.106,0.5720000000000001,-0.43700000000000006,-0.418,0.11800000000000001,-0.133
573,7,Dallas,TX,Texas,48,2635516,2020,8,13,58897,750,2235.0,22.6,-0.18899999999999997,-0.0971,0.10400000000000001,-0.304,-0.354,0.0971,-0.114
774,9,Seattle,WA,Washington,53,2252782,2020,8,13,17223,225,765.0,6.76,-0.27,-0.114,0.737,-0.494,-0.461,0.13699999999999998,-0.154
975,13,Detroit,MI,Michigan,26,1749343,2020,8,13,28715,299,1641.0,6.97,-0.0971,-0.0643,,-0.289,-0.33299999999999996,0.0586,-0.0618
1176,21,San Francisco,CA,California,6,881549,2020,8,13,7947,110,901.0,11.6,-0.583,-0.28600000000000003,-0.151,-0.6659999999999999,-0.546,0.21600000000000003,-0.252
1377,25,Boston,MA,Massachusetts,25,803907,2020,8,13,22017,0,2739.0,6.86,-0.364,-0.157,0.496,-0.611,-0.436,0.121,-0.13699999999999998
1578,28,Denver,CO,Colorado,8,727211,2020,8,13,10426,56,1434.0,7.35,-0.266,-0.0343,0.5770000000000001,-0.446,-0.38,0.09,-0.10099999999999999
1779,38,Miami,FL,Florida,12,2716940,2020,8,13,140983,1713,5189.0,70.0,-0.303,-0.171,-0.414,-0.52,-0.34,0.129,-0.154
1980,48,Honolulu,HI,Hawaii,15,974563,2020,8,13,3900,342,400.0,19.9,-0.344,-0.193,-0.52,-0.574,-0.33399999999999996,0.141,-0.17300000000000001
170,1,Los Angeles,CA,California,6,10039107,2020,8,12,214197,2389,2134.0,23.2,-0.309,-0.11599999999999999,-0.02,-0.381,-0.361,0.124,-0.149
371,2,New York City,NY,New York,36,8336817,2020,8,12,233422,392,2800.0,3.69,-0.295,-0.0989,0.623,-0.434,-0.41700000000000004,0.11599999999999999,-0.131
572,7,Dallas,TX,Texas,48,2635516,2020,8,12,58147,322,2206.0,20.8,-0.18899999999999997,-0.0943,0.121,-0.3,-0.354,0.0971,-0.114
773,9,Seattle,WA,Washington,53,2252782,2020,8,12,16998,149,755.0,6.55,-0.27399999999999997,-0.11599999999999999,0.657,-0.496,-0.461,0.14,-0.157
974,13,Detroit,MI,Michigan,26,1749343,2020,8,12,28416,-32,1624.0,5.74,-0.0929,-0.0629,,-0.28600000000000003,-0.331,0.0571,-0.0603
1175,21,San Francisco,CA,California,6,881549,2020,8,12,7837,211,889.0,12.2,-0.581,-0.281,-0.156,-0.6659999999999999,-0.546,0.217,-0.253
1376,25,Boston,MA,Massachusetts,25,803907,2020,8,12,22017,0,2739.0,7.78,-0.361,-0.159,0.503,-0.611,-0.436,0.12,-0.136
1577,28,Denver,CO,Colorado,8,727211,2020,8,12,10370,51,1426.0,7.9,-0.266,-0.0329,0.581,-0.444,-0.38,0.09,-0.10099999999999999
1778,38,Miami,FL,Florida,12,2716940,2020,8,12,139270,4141,5126.0,70.0,-0.304,-0.17300000000000001,-0.419,-0.52,-0.341,0.129,-0.154
1979,48,Honolulu,HI,Hawaii,15,974563,2020,8,12,3558,197,365.0,17.1,-0.33899999999999997,-0.18600000000000003,-0.486,-0.5710000000000001,-0.33299999999999996,0.139,-0.171
169,1,Los Angeles,CA,California,6,10039107,2020,8,11,211808,1384,2110.0,23.0,-0.307,-0.113,-0.0186,-0.38,-0.361,0.124,-0.149
370,2,New York City,NY,New York,36,8336817,2020,8,11,233030,274,2795.0,3.54,-0.28300000000000003,-0.0891,0.68,-0.429,-0.41600000000000004,0.114,-0.128
571,7,Dallas,TX,Texas,48,2635516,2020,8,11,57825,328,2194.0,21.8,-0.187,-0.0914,0.14300000000000002,-0.297,-0.354,0.0971,-0.114
772,9,Seattle,WA,Washington,53,2252782,2020,8,11,16849,81,748.0,6.66,-0.273,-0.111,0.703,-0.494,-0.461,0.139,-0.155
973,13,Detroit,MI,Michigan,26,1749343,2020,8,11,28448,150,1626.0,7.01,-0.0886,-0.06,,-0.28300000000000003,-0.331,0.0557,-0.0587
1174,21,San Francisco,CA,California,6,881549,2020,8,11,7626,0,865.0,10.3,-0.581,-0.28,-0.16399999999999998,-0.6659999999999999,-0.546,0.21899999999999997,-0.255
1375,25,Boston,MA,Massachusetts,25,803907,2020,8,11,22017,88,2739.0,9.52,-0.35700000000000004,-0.156,0.517,-0.611,-0.436,0.11900000000000001,-0.134
1576,28,Denver,CO,Colorado,8,727211,2020,8,11,10319,56,1419.0,8.7,-0.266,-0.0314,0.579,-0.446,-0.38,0.09,-0.10099999999999999
